fid,gid,objeto,fna,gna,nam,PROVINCIA,ACTIVIDAD,JUL_2020,AGO_2020,SEP_2020,OCT_2020,NOV_2020,DIC_2020,ENE_2021,FEB_2021,MAR_2021,ABR_2021,MAY_2021,JUN_2021,JUL_2021,AGO_2021,SEP_2021,OCT_2021,NOV_2021,DIC_2021,ENE_2022,FEB_2022,MAR_2022,ABR_2022,MAY_2022,JUN_2022,JUL_2022,AGO_2022,SEP_2022,OCT_2022,NOV_2022,DIC_2022,ENE_2023,FEB_2023,MAR_2023,ABR_2023,MAY_2023,JUN_2023,JUL_2023,AGO_2023,SEP_2023,OCT_2023,NOV_2023,DIC_2023,ENE_2024,FEB_2024,MAR_2024,ABR_2024,MAY_2024,JUN_2024,JUL_2024,AGO_2024,SEP_2024
181,1451,Departamento,Partido de Tigre,Partido,Tigre,BUENOS AIRES,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,1442,Departamento,Departamento Toay,Departamento,Toay,LA PAMPA,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,1272,Departamento,Partido de Tordillo,Partido,Tordillo,BUENOS AIRES,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,1099,Departamento,Partido de Tornquist,Partido,Tornquist,BUENOS AIRES,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,1546,Departamento,Departamento Totoral,Departamento,Totoral,CÓRDOBA,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,1444,Departamento,Departamento Trenel,Departamento,Trenel,LA PAMPA,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,1208,Departamento,Partido de Trenque Lauquen,Partido,Trenque Lauquen,BUENOS AIRES,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,1103,Departamento,Partido de Tres Arroyos,Partido,Tres Arroyos,BUENOS AIRES,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,1235,Departamento,Partido de Tres de Febrero,Partido,Tres de Febrero,BUENOS AIRES,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,1259,Departamento,Partido de Tres Lomas,Partido,Tres Lomas,BUENOS AIRES,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,1527,Departamento,Departamento Tulumba,Departamento,Tulumba,CÓRDOBA,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,1535,Departamento,Departamento Unión,Departamento,Unión,CÓRDOBA,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,1498,Departamento,Departamento Uruguay,Departamento,Uruguay,ENTRE RÍOS,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,1441,Departamento,Departamento Utracán,Departamento,Utracán,LA PAMPA,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,1466,Departamento,Departamento Vera,Departamento,Vera,SANTA FE,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,1089,Departamento,Partido de Vicente López,Partido,Vicente López,BUENOS AIRES,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,1369,Departamento,Departamento Victoria,Departamento,Victoria,ENTRE RÍOS,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,1084,Departamento,Partido de Villa Gesell,Partido,Villa Gesell,BUENOS AIRES,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,1360,Departamento,Departamento Villaguay,Departamento,Villaguay,ENTRE RÍOS,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,1133,Departamento,Partido de Villarino,Partido,Villarino,BUENOS AIRES,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,1273,Departamento,Partido de Zárate,Partido,Zárate,BUENOS AIRES,PSICULTURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,1315,Departamento,Departamento 1° de Mayo,Departamento,1° de Mayo,CHACO,AGRIC_FAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,1119,Departamento,Departamento 12 de Octubre,Departamento,12 de Octubre,CHACO,AGRIC_FAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,1319,Departamento,Departamento 2 de Abril,Departamento,2 de Abril,CHACO,AGRIC_FAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,1205,Departamento,Partido de 25 de Mayo,Partido,25 de Mayo,BUENOS AIRES,AGRIC_FAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,1323,Departamento,Departamento 25 de Mayo,Departamento,25 de Mayo,CHACO,AGRIC_FAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,1485,Departamento,Departamento 25 de Mayo,Departamento,25 de Mayo,MISIONES,AGRIC_FAM,,,,,285/2020,285/2020,285/2020,285/2020,285/2020,285/2020,285/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,1206,Departamento,Partido de 9 de Julio,Partido,9 de Julio,BUENOS AIRES,AGRIC_FAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,1316,Departamento,Departamento 9 de Julio,Departamento,9 de Julio,CHACO,AGRIC_FAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,1467,Departamento,Departamento 9 de Julio,Departamento,9 de Julio,SANTA FE,AGRIC_FAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,1130,Departamento,Partido de Adolfo Alsina,Partido,Adolfo Alsina,BUENOS AIRES,AGRIC_FAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,1079,Departamento,Partido de Adolfo Gonzales Chaves,Partido,Adolfo Gonzales Chaves,BUENOS AIRES,AGRIC_FAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,1238,Departamento,Partido de Alberti,Partido,Alberti,BUENOS AIRES,AGRIC_FAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,1200,Departamento,Partido de Almirante Brown,Partido,Almirante Brown,BUENOS AIRES,AGRIC_FAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,1192,Departamento,Departamento Almirante Brown,Departamento,Almirante Brown,CHACO,AGRIC_FAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,1489,Departamento,Departamento Apóstoles,Departamento,Apóstoles,MISIONES,AGRIC_FAM,,,,,285/2020,285/2020,285/2020,285/2020,285/2020,285/2020,285/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,1215,Departamento,Partido de Arrecifes,Partido,Arrecifes,BUENOS AIRES,AGRIC_FAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,1471,Departamento,Departamento Atreucó,Departamento,Atreucó,LA PAMPA,AGRIC_FAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,1322,Departamento,Partido de Avellaneda,Partido,Avellaneda,BUENOS AIRES,AGRIC_FAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,1260,Departamento,Partido de Ayacucho,Partido,Ayacucho,BUENOS AIRES,AGRIC_FAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,1257,Departamento,Partido de Azul,Partido,Azul,BUENOS AIRES,AGRIC_FAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,1080,Departamento,Partido de Bahía Blanca,Partido,Bahía Blanca,BUENOS AIRES,AGRIC_FAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,1253,Departamento,Partido de Balcarce,Partido,Balcarce,BUENOS AIRES,AGRIC_FAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,1304,Departamento,Partido de Baradero,Partido,Baradero,BUENOS AIRES,AGRIC_FAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,1477,Departamento,Departamento Belgrano,Departamento,Belgrano,SANTA FE,AGRIC_FAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,1510,Departamento,Departamento Bella Vista,Departamento,Bella Vista,CORRIENTES,AGRIC_FAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,1265,Departamento,Partido de Benito Juárez,Partido,Benito Juárez,BUENOS AIRES,AGRIC_FAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,1098,Departamento,Partido de Berazategui,Partido,Berazategui,BUENOS AIRES,AGRIC_FAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,1271,Departamento,Partido de Berisso,Partido,Berisso,BUENOS AIRES,AGRIC_FAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,1297,Departamento,Departamento Bermejo,Departamento,Bermejo,CHACO,AGRIC_FAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,1150,Departamento,Departamento Bermejo,Departamento,Bermejo,FORMOSA,AGRIC_FAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,1523,Departamento,Departamento Berón de Astrada,Departamento,Berón de Astrada,CORRIENTES,AGRIC_FAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,1252,Departamento,Partido de Bolívar,Partido,Bolívar,BUENOS AIRES,AGRIC_FAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,1239,Departamento,Partido de Bragado,Partido,Bragado,BUENOS AIRES,AGRIC_FAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,1202,Departamento,Partido de Brandsen,Partido,Brandsen,BUENOS AIRES,AGRIC_FAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,1483,Departamento,Departamento Cainguás,Departamento,Cainguás,MISIONES,AGRIC_FAM,,,,,285/2020,285/2020,285/2020,285/2020,285/2020,285/2020,285/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,1551,Departamento,Departamento Calamuchita,Departamento,Calamuchita,CÓRDOBA,AGRIC_FAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,1431,Departamento,Departamento Caleu Caleu,Departamento,Caleu Caleu,LA PAMPA,AGRIC_FAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,1114,Departamento,Partido de Campana,Partido,Campana,BUENOS AIRES,AGRIC_FAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,1481,Departamento,Departamento Candelaria,Departamento,Candelaria,MISIONES,AGRIC_FAM,,,,,285/2020,285/2020,285/2020,285/2020,285/2020,285/2020,285/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,1246,Departamento,Partido de Cañuelas,Partido,Cañuelas,BUENOS AIRES,AGRIC_FAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,1443,Departamento,Departamento Capital,Departamento,Capital,LA PAMPA,AGRIC_FAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,1479,Departamento,Departamento Capital,Departamento,Capital,MISIONES,AGRIC_FAM,,,,,285/2020,285/2020,285/2020,285/2020,285/2020,285/2020,285/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,1526,Departamento,Departamento Capital,Departamento,Capital,CORRIENTES,AGRIC_FAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,1542,Departamento,Departamento Capital,Departamento,Capital,CÓRDOBA,AGRIC_FAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,1216,Departamento,Partido de Capitán Sarmiento,Partido,Capitán Sarmiento,BUENOS AIRES,AGRIC_FAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,1203,Departamento,Partido de Carlos Casares,Partido,Carlos Casares,BUENOS AIRES,AGRIC_FAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1204,Departamento,Partido de Carlos Tejedor,Partido,Carlos Tejedor,BUENOS AIRES,AGRIC_FAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,1217,Departamento,Partido de Carmen de Areco,Partido,Carmen de Areco,BUENOS AIRES,AGRIC_FAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,1464,Departamento,Departamento Caseros,Departamento,Caseros,SANTA FE,AGRIC_FAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,1453,Departamento,Departamento Castellanos,Departamento,Castellanos,SANTA FE,AGRIC_FAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,1199,Departamento,Partido de Castelli,Partido,Castelli,BUENOS AIRES,AGRIC_FAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,1472,Departamento,Departamento Catriló,Departamento,Catriló,LA PAMPA,AGRIC_FAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,1228,Departamento,Partido de Chacabuco,Partido,Chacabuco,BUENOS AIRES,AGRIC_FAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,1280,Departamento,Departamento Chacabuco,Departamento,Chacabuco,CHACO,AGRIC_FAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,1445,Departamento,Departamento Chalileo,Departamento,Chalileo,LA PAMPA,AGRIC_FAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,1433,Departamento,Departamento Chapaleufú,Departamento,Chapaleufú,LA PAMPA,AGRIC_FAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,1111,Departamento,Partido de Chascomús,Partido,Chascomús,BUENOS AIRES,AGRIC_FAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,1432,Departamento,Departamento Chical Co,Departamento,Chical Co,LA PAMPA,AGRIC_FAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,1237,Departamento,Partido de Chivilcoy,Partido,Chivilcoy,BUENOS AIRES,AGRIC_FAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,1266,Departamento,Partido de Colón,Partido,Colón,BUENOS AIRES,AGRIC_FAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,1499,Departamento,Departamento Colón,Departamento,Colón,ENTRE RÍOS,AGRIC_FAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,1544,Departamento,Departamento Colón,Departamento,Colón,CÓRDOBA,AGRIC_FAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,1325,Departamento,Departamento Comandante Fernández,Departamento,Comandante Fernández,CHACO,AGRIC_FAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,1488,Departamento,Departamento Concepción,Departamento,Concepción,MISIONES,AGRIC_FAM,,,,,285/2020,285/2020,285/2020,285/2020,285/2020,285/2020,285/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,1504,Departamento,Departamento Concepción,Departamento,Concepción,CORRIENTES,AGRIC_FAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,1501,Departamento,Departamento Concordia,Departamento,Concordia,ENTRE RÍOS,AGRIC_FAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,1447,Departamento,Departamento Conhelo,Departamento,Conhelo,LA PAMPA,AGRIC_FAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,1425,Departamento,Departamento Constitución,Departamento,Constitución,SANTA FE,AGRIC_FAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,1303,Departamento,Partido de Coronel de Marina Leonardo Rosales,Partido,Coronel de Marina Leonardo Rosales,BUENOS AIRES,AGRIC_FAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,1104,Departamento,Partido de Coronel Dorrego,Partido,Coronel Dorrego,BUENOS AIRES,AGRIC_FAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,1100,Departamento,Partido de Coronel Pringles,Partido,Coronel Pringles,BUENOS AIRES,AGRIC_FAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,1078,Departamento,Partido de Coronel Suárez,Partido,Coronel Suárez,BUENOS AIRES,AGRIC_FAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,1528,Departamento,Departamento Cruz del Eje,Departamento,Cruz del Eje,CÓRDOBA,AGRIC_FAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,1474,Departamento,Departamento Curacó,Departamento,Curacó,LA PAMPA,AGRIC_FAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,1515,Departamento,Departamento Curuzú Cuatiá,Departamento,Curuzú Cuatiá,CORRIENTES,AGRIC_FAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,1258,Departamento,Partido de Daireaux,Partido,Daireaux,BUENOS AIRES,AGRIC_FAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,1368,Departamento,Departamento Diamante,Departamento,Diamante,ENTRE RÍOS,AGRIC_FAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,1256,Departamento,Partido de Dolores,Partido,Dolores,BUENOS AIRES,AGRIC_FAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,1494,Departamento,Departamento Eldorado,Departamento,Eldorado,MISIONES,AGRIC_FAM,,,,,285/2020,285/2020,285/2020,285/2020,285/2020,285/2020,285/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,1508,Departamento,Departamento Empedrado,Departamento,Empedrado,CORRIENTES,AGRIC_FAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,1262,Departamento,Partido de Ensenada,Partido,Ensenada,BUENOS AIRES,AGRIC_FAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1067,Departamento,Partido de Escobar,Partido,Escobar,BUENOS AIRES,AGRIC_FAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,1513,Departamento,Departamento Esquina,Departamento,Esquina,CORRIENTES,AGRIC_FAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,1214,Departamento,Partido de Esteban Echeverría,Partido,Esteban Echeverría,BUENOS AIRES,AGRIC_FAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,1219,Departamento,Partido de Exaltación de la Cruz,Partido,Exaltación de la Cruz,BUENOS AIRES,AGRIC_FAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,1243,Departamento,Partido de Ezeiza,Partido,Ezeiza,BUENOS AIRES,AGRIC_FAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,1496,Departamento,Departamento Federación,Departamento,Federación,ENTRE RÍOS,AGRIC_FAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,1361,Departamento,Departamento Federal,Departamento,Federal,ENTRE RÍOS,AGRIC_FAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,1366,Departamento,Departamento Feliciano,Departamento,Feliciano,ENTRE RÍOS,AGRIC_FAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,1244,Departamento,Partido de Florencio Varela,Partido,Florencio Varela,BUENOS AIRES,AGRIC_FAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,1313,Departamento,Partido de Florentino Ameghino,Partido,Florentino Ameghino,BUENOS AIRES,AGRIC_FAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,1292,Departamento,Departamento Formosa,Departamento,Formosa,FORMOSA,AGRIC_FAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,1163,Departamento,Departamento Fray Justo Santa María de Oro,Departamento,Fray Justo Santa María de Oro,CHACO,AGRIC_FAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,1476,Departamento,Departamento Garay,Departamento,Garay,SANTA FE,AGRIC_FAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,1081,Departamento,Partido de General Alvarado,Partido,General Alvarado,BUENOS AIRES,AGRIC_FAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,1249,Departamento,Partido de General Alvear,Partido,General Alvear,BUENOS AIRES,AGRIC_FAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,1519,Departamento,Departamento General Alvear,Departamento,General Alvear,CORRIENTES,AGRIC_FAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,1296,Departamento,Partido de General Arenales,Partido,General Arenales,BUENOS AIRES,AGRIC_FAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,1209,Departamento,Partido de General Belgrano,Partido,General Belgrano,BUENOS AIRES,AGRIC_FAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,1326,Departamento,Departamento General Belgrano,Departamento,General Belgrano,CHACO,AGRIC_FAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,1327,Departamento,Departamento General Donovan,Departamento,General Donovan,CHACO,AGRIC_FAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,1123,Departamento,Departamento General Güemes,Departamento,General Güemes,CHACO,AGRIC_FAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1075,Departamento,Partido de General Guido,Partido,General Guido,BUENOS AIRES,AGRIC_FAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,1076,Departamento,Partido de General Juan Madariaga,Partido,General Juan Madariaga,BUENOS AIRES,AGRIC_FAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,1251,Departamento,Partido de General La Madrid,Partido,General La Madrid,BUENOS AIRES,AGRIC_FAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,1240,Departamento,Partido de General Las Heras,Partido,General Las Heras,BUENOS AIRES,AGRIC_FAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,1086,Departamento,Partido de General Lavalle,Partido,General Lavalle,BUENOS AIRES,AGRIC_FAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,1463,Departamento,Departamento General López,Departamento,General López,SANTA FE,AGRIC_FAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,1493,Departamento,Departamento General Manuel Belgrano,Departamento,General Manuel Belgrano,MISIONES,AGRIC_FAM,,,,,285/2020,285/2020,285/2020,285/2020,285/2020,285/2020,285/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,1462,Departamento,Departamento General Obligado,Departamento,General Obligado,SANTA FE,AGRIC_FAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
